pid,order,file_name,label,location,_date,month_str,year,type,notes,teams,game_info,player_info,inventoried
SB_Tribune_July_17_1903,321,SB_Tribune_July_17_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",17/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_18_1903,322,SB_Tribune_July_18_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",18/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_2_1901,323,SB_Tribune_July_2_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",02/07/1901,July,1901,JPG,,,,,n
SB_Tribune_July_2_1903,324,SB_Tribune_July_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",02/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_20_1903,325,SB_Tribune_July_20_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",20/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_21_1902,326,SB_Tribune_July_21_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",21/07/1902,July,1902,JPG,,,,,n
SB_Tribune_July_22_1903,327,SB_Tribune_July_22_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",22/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_22_1909,328,SB_Tribune_July_22_1909.jpg,South Bend Tribune,"South Bend, Indiana, US",22/07/1909,July,1909,JPG,,,,,n
SB_Tribune_July_23_1902,329,SB_Tribune_July_23_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",23/07/1902,July,1902,JPG,,,,,n
SB_Tribune_July_23_1903,330,SB_Tribune_July_23_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",23/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_25_1940,331,SB_Tribune_July_25_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",25/07/1940,July,1940,JPG,,Studebaker Athletics,y,n,y
SB_Tribune_July_26_1901,332,SB_Tribune_July_26_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",26/07/1901,July,1901,JPG,,,,,n
SB_Tribune_July_27_1903,333,SB_Tribune_July_27_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",27/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_28_1919,334,SB_Tribune_July_28_1919.jpg,South Bend Tribune,"South Bend, Indiana, US",28/07/1919,July,1919,JPG,,"Studebaker Team, Branch Team from Detroit",y,n,y
SB_Tribune_July_29_1901,335,SB_Tribune_July_29_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",29/07/1901,July,1901,JPG,,,,,n
SB_Tribune_July_3_1903,336,SB_Tribune_July_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",03/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_3_1945,337,SB_Tribune_July_3_1945.jpg,South Bend Tribune,"South Bend, Indiana, US",03/07/1945,July,1945,JPG,Obituary for Studebaker Giants Player!,Studebaker Giants,n,y,y
SB_Tribune_July_3_1991,338,SB_Tribune_July_3_1991.jpg,South Bend Tribune,"South Bend, Indiana, US",03/07/1991,July,1991,JPG,,,,,n
SB_Tribune_July_30_1904,339,SB_Tribune_July_30_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",30/07/1904,July,1904,JPG,,,,,n
SB_Tribune_July_y_18_1926_clipped,340,SB_Tribune_July_y_18_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",18/07/1926,July,1926,JPG,,"Giants, Buchanan Blues",n,y,y
SB_Tribune_July_y_23_1903_(1),341,SB_Tribune_July_y_23_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",23/07/1903,July,1903,JPG,,,,,n
SB_Tribune_June_1_1901,342,SB_Tribune_June_1_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",01/06/1901,June,1901,JPG,,,,,n
SB_Tribune_June_1_1903,343,SB_Tribune_June_1_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",01/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_1_1926_clipped,344,SB_Tribune_June_1_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",01/06/1926,June,1926,JPG,,"Colored Giants, Angola",y,y,y
SB_Tribune_June_11_1902,345,SB_Tribune_June_11_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",11/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_11_1903,346,SB_Tribune_June_11_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",11/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_12_1902,347,SB_Tribune_June_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_13_1896,348,SB_Tribune_June_13_1896.jpg,South Bend Tribune,"South Bend, Indiana, US",13/06/1896,June,1896,JPG,,,,,n
SB_Tribune_June_15_1904,349,SB_Tribune_June_15_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",15/06/1904,June,1904,JPG,,,,,n
SB_Tribune_June_16_1911,350,SB_Tribune_June_16_1911.jpg,South Bend Tribune,"South Bend, Indiana, US",16/06/1911,June,1911,JPG,,Studebaker Junior team,n,n,y
SB_Tribune_June_17_1903,351,SB_Tribune_June_17_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",17/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_18_1900,352,SB_Tribune_June_18_1900.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1900,June,1900,JPG,,,,,n
SB_Tribune_June_18_1903,353,SB_Tribune_June_18_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_18_1904,354,SB_Tribune_June_18_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1904,June,1904,JPG,,,,,n
SB_Tribune_June_18_1940,355,SB_Tribune_June_18_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1940,June,1940,JPG,,"A's, Bisons",n,n,y
SB_Tribune_June_19_1903,356,SB_Tribune_June_19_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",19/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_2_1902,357,SB_Tribune_June_2_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",02/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_2_1903,358,SB_Tribune_June_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",02/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_21_1904,359,SB_Tribune_June_21_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",21/06/1904,June,1904,JPG,,,,,n
SB_Tribune_June_22_1905,360,SB_Tribune_June_22_1905.jpg,South Bend Tribune,"South Bend, Indiana, US",22/06/1905,June,1905,JPG,,,,,n
SB_Tribune_June_23_1902,361,SB_Tribune_June_23_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",23/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_24_1902,362,SB_Tribune_June_24_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",24/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_25_1903,363,SB_Tribune_June_25_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",25/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_27_1902,364,SB_Tribune_June_27_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",27/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_27_1903,365,SB_Tribune_June_27_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",27/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_28_1901,366,SB_Tribune_June_28_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",28/06/1901,June,1901,JPG,,,,,n
SB_Tribune_June_28_1902,367,SB_Tribune_June_28_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",28/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_3_1901,368,SB_Tribune_June_3_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",03/06/1901,June,1901,JPG,,,,,n
SB_Tribune_June_3_1903_7,369,SB_Tribune_June_3_1903_7.jpg,South Bend Tribune,"South Bend, Indiana, US",03/06/1903,June,1903,JPG,Pg. 7,,,,n
SB_Tribune_June_3_1903_7,370,SB_Tribune_June_3_1903_7.jpg,South Bend Tribune,"South Bend, Indiana, US",03/06/1903,June,1903,JPG,Pg. 7,,,,n
SB_Tribune_June_3_1903_cover,371,SB_Tribune_June_3_1903_cover.jpg,South Bend Tribune,"South Bend, Indiana, US",03/06/1903,June,1903,JPG,Cover,,,,n
SB_Tribune_June_3_1903_cover,372,SB_Tribune_June_3_1903_cover.jpg,South Bend Tribune,"South Bend, Indiana, US",03/06/1903,June,1903,JPG,Cover,,,,n
SB_Tribune_June_30_1902,373,SB_Tribune_June_30_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",30/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_30_1903,374,SB_Tribune_June_30_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",30/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_30_1910,375,SB_Tribune_June_30_1910.jpg,South Bend Tribune,"South Bend, Indiana, US",30/06/1910,June,1910,JPG,,,,,n
SB_Tribune_June_5_1902,376,SB_Tribune_June_5_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",05/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_5_1913_clip,377,SB_Tribune_June_5_1913_clip.jpg,South Bend Tribune,"South Bend, Indiana, US",05/06/1913,June,1913,JPG,"some names of other teams, schedule, park names","Mishawaka park, schedule, Mishawaka Woolen co, Studebaker gaem, singer park, ",n,n,y
SB_Tribune_June_6_1902,378,SB_Tribune_June_6_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",06/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_6_1903,379,SB_Tribune_June_6_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",06/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_7_1902,380,SB_Tribune_June_7_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",07/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_7_1940,381,SB_Tribune_June_7_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",07/06/1940,June,1940,JPG,,"Athletics, Elkhart",n,y,y
SB_Tribune_June_8_1903_(1),382,SB_Tribune_June_8_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",08/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_8_1903,383,SB_Tribune_June_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",08/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_9_1902,384,SB_Tribune_June_9_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",09/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_9_1903,385,SB_Tribune_June_9_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",09/06/1903,June,1903,JPG,,,,,n
SB_Tribune_March_14_1903,386,SB_Tribune_March_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_16_1903,387,SB_Tribune_March_16_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",16/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_18_1899,388,SB_Tribune_March_18_1899.jpg,South Bend Tribune,"South Bend, Indiana, US",18/03/1899,March,1899,JPG,,,,,n
SB_Tribune_March_19_1903,389,SB_Tribune_March_19_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",19/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_2_1903,390,SB_Tribune_March_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",02/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_23_1903,391,SB_Tribune_March_23_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",23/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_25_1903,392,SB_Tribune_March_25_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",25/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_29_1898,393,SB_Tribune_March_29_1898.jpg,South Bend Tribune,"South Bend, Indiana, US",29/03/1898,March,1898,JPG,,,,,n
SB_Tribune_March_3_1902,394,SB_Tribune_March_3_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",03/03/1902,March,1902,JPG,,,,,n
SB_Tribune_March_30_1903_(1),395,SB_Tribune_March_30_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",30/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_30_1903,396,SB_Tribune_March_30_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",30/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_31_1903_(1),397,SB_Tribune_March_31_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",31/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_31_1903,398,SB_Tribune_March_31_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",31/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_4_1902,399,SB_Tribune_March_4_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",04/03/1902,March,1902,JPG,,,,,n
SB_Tribune_March_4_1911_(1),400,SB_Tribune_March_4_1911_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",04/03/1911,March,1911,JPG,,,,,n
SB_Tribune_March_4_1911,401,SB_Tribune_March_4_1911.jpg,South Bend Tribune,"South Bend, Indiana, US",04/03/1911,March,1911,JPG,,,,,n
SB_Tribune_March_7_1903,402,SB_Tribune_March_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",07/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_9_1903_3,403,SB_Tribune_March_9_1903_3.jpg,South Bend Tribune,"South Bend, Indiana, US",09/03/1903,March,1903,JPG,Pg. 3,,,,n
SB_Tribune_March_9_1903_3,404,SB_Tribune_March_9_1903_3.jpg,South Bend Tribune,"South Bend, Indiana, US",09/03/1903,March,1903,JPG,Pg. 3,,,,n
SB_Tribune_March_9_1903_cover,405,SB_Tribune_March_9_1903_cover.jpg,South Bend Tribune,"South Bend, Indiana, US",09/03/1903,March,1903,JPG,Cover,,,,n
SB_Tribune_March_9_1903_cover,406,SB_Tribune_March_9_1903_cover.jpg,South Bend Tribune,"South Bend, Indiana, US",09/03/1903,March,1903,JPG,Cover,,,,n
SB_Tribune_May_10_1901,407,SB_Tribune_May_10_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",10/05/1901,May,1901,JPG,,,,,n
SB_Tribune_May_10_1904,408,SB_Tribune_May_10_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",10/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_11_1904,409,SB_Tribune_May_11_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",11/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_12_1902,410,SB_Tribune_May_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/05/1902,May,1902,JPG,,,,,n
SB_Tribune_May_12_1903,411,SB_Tribune_May_12_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",12/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_13_1903,412,SB_Tribune_May_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_14_1903,413,SB_Tribune_May_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_14_1904,414,SB_Tribune_May_14_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",14/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_15_1903,415,SB_Tribune_May_15_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",15/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_16_1901,416,SB_Tribune_May_16_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",16/05/1901,May,1901,JPG,,,,,n
SB_Tribune_May_16_1902,417,SB_Tribune_May_16_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",16/05/1902,May,1902,JPG,,,,,n
SB_Tribune_May_2_1903,418,SB_Tribune_May_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",02/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_2_1904,419,SB_Tribune_May_2_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",02/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_2_1997,420,SB_Tribune_May_2_1997.jpg,South Bend Tribune,"South Bend, Indiana, US",02/05/1997,May,1997,JPG,,,,,n
SB_Tribune_May_20_1904,421,SB_Tribune_May_20_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",20/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_21_1903,422,SB_Tribune_May_21_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",21/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_21_1904,423,SB_Tribune_May_21_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",21/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_21_1926_clipped,424,SB_Tribune_May_21_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",21/05/1926,May,1926,JPG,"Mention of a ""George Cassady"" as an owner? Article says ""George Cassady's Giants""","Studebaker Giants, Mishawaka Indestructos, Benders",n,n,y
SB_Tribune_May_22_1903,425,SB_Tribune_May_22_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",22/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_23_1903,426,SB_Tribune_May_23_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",23/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_23_1962,427,SB_Tribune_May_23_1962.jpg,South Bend Tribune,"South Bend, Indiana, US",23/05/1962,May,1962,JPG,,,,,n
SB_Tribune_May_27_1903_(1),428,SB_Tribune_May_27_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",27/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_27_1903,429,SB_Tribune_May_27_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",27/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_3_1902,430,SB_Tribune_May_3_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",03/05/1902,May,1902,JPG,,,,,n
SB_Tribune_May_3_1904,431,SB_Tribune_May_3_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",03/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_30_1904,432,SB_Tribune_May_30_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",30/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_30_1926_clipped,433,SB_Tribune_May_30_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",30/05/1926,May,1926,JPG,,"Giants, Policemen (literally a team of police officers)",y,y,y
SB_Tribune_May_31_1904,434,SB_Tribune_May_31_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",31/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_6_1901,435,SB_Tribune_May_6_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",06/05/1901,May,1901,JPG,,,,,n
SB_Tribune_May_6_1903,436,SB_Tribune_May_6_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",06/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_7_1903,437,SB_Tribune_May_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",07/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_8_1903,438,SB_Tribune_May_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",08/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_8_1909,439,SB_Tribune_May_8_1909.jpg,South Bend Tribune,"South Bend, Indiana, US",08/05/1909,May,1909,JPG,,,,,n
SB_Tribune_May_8_1914,440,SB_Tribune_May_8_1914.jpg,South Bend Tribune,"South Bend, Indiana, US",08/05/1914,May,1914,JPG,Studebaker club played Notre dame at Notre dame!,"Studebaker Club, Notre Dame (Sorin)",n,y,y
SB_Tribune_November_15_1904,441,SB_Tribune_November_15_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",15/11/1904,November,1904,JPG,,,,,n
SB_Tribune_November_23_1904,442,SB_Tribune_November_23_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",23/11/1904,November,1904,JPG,,,,,n
SB_Tribune_October_01_1926,443,SB_Tribune_October_01_1926.jpg,South Bend Tribune,"South Bend, Indiana, US",01/10/1926,October,1926,JPG,,,,,n
SB_Tribune_October_19_1940,444,SB_Tribune_October_19_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",19/10/1940,October,1940,JPG,Team was asked to join semi pro league but foreman denied,Studebaker Athletics,n,n,y
SB_Tribune_October_24_1903,445,SB_Tribune_October_24_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",24/10/1903,October,1903,JPG,,,,,n
SB_Tribune_October_28_1903,446,SB_Tribune_October_28_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",28/10/1903,October,1903,JPG,,,,,n
SB_Tribune_October_29_1903_(1),447,SB_Tribune_October_29_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",29/10/1903,October,1903,JPG,,,,,n
SB_Tribune_October_3_1927,448,SB_Tribune_October_3_1927.jpg,South Bend Tribune,"South Bend, Indiana, US",03/10/1927,October,1927,JPG,,,,,n
SB_Tribune_October_4_1995,449,SB_Tribune_October_4_1995.jpg,South Bend Tribune,"South Bend, Indiana, US",04/10/1995,October,1995,JPG,,,,,n
SB_Tribune_October_5_1903,450,SB_Tribune_October_5_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",05/10/1903,October,1903,JPG,,,,,n
SB_Tribune_October_5_1904,451,SB_Tribune_October_5_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",05/10/1904,October,1904,JPG,,,,,n
SB_Tribune_October_6_1903,452,SB_Tribune_October_6_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",06/10/1903,October,1903,JPG,,,,,n
SB_Tribune_October_7_1903,453,SB_Tribune_October_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",07/10/1903,October,1903,JPG,,,,,n
SB_Tribune_September_10_1903,454,SB_Tribune_September_10_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",10/09/1903,September,1903,JPG,,,,,n
SB_Tribune_September_11_1903,455,SB_Tribune_September_11_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",11/09/1903,September,1903,JPG,,,,,n
SB_Tribune_September_15_1903,456,SB_Tribune_September_15_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",15/09/1903,September,1903,JPG,,,,,n
SB_Tribune_September_16_1903,457,SB_Tribune_September_16_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",16/09/1903,September,1903,JPG,,,,,n
SB_Tribune_September_19_1919,458,SB_Tribune_September_19_1919.jpg,South Bend Tribune,"South Bend, Indiana, US",19/09/1919,September,1919,JPG,They are playing for the city championship,"Studebaker Baseball, Singers",n,y,y
SB_Tribune_September_20_1904,459,SB_Tribune_September_20_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",20/09/1904,September,1904,JPG,,,,,n
SB_Tribune_September_22_1940,460,SB_Tribune_September_22_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",22/09/1940,September,1940,JPG,,A's,n,n,y
SB_Tribune_September_3_1903,461,SB_Tribune_September_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",03/09/1903,September,1903,JPG,,,,,n
SB_Tribune_September_3_2007,462,SB_Tribune_September_3_2007.jpg,South Bend Tribune,"South Bend, Indiana, US",03/09/2007,September,2007,JPG,,,,,n
SB_Tribune_September_30_1903,463,SB_Tribune_September_30_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",30/09/1903,September,1903,JPG,,,,,n
SB_Tribune_September_5_1903,464,SB_Tribune_September_5_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",05/09/1903,September,1903,JPG,,,,,n
SB_Tribune_September_8_1903,465,SB_Tribune_September_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",08/09/1903,September,1903,JPG,,,,,n
