pid,file_name,label,location,_date,month_str,year,type,notes,teams,game_info,player_info,inventoried
SB_Tribune_August_7_1902,SB_Tribune_August_7_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",7/8/1902,August,1902,JPG,,,,,n
SB_Tribune_August_7_1903,SB_Tribune_August_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",7/8/1903,August,1903,JPG,,,,,n
SB_Tribune_August_7_1922,SB_Tribune_August_7_1922.jpg,South Bend Tribune,"South Bend, Indiana, US",7/8/1922,August,1922,JPG,,,,,n
SB_Tribune_August_8_1902,SB_Tribune_August_8_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",8/8/1902,August,1902,JPG,,,,,n
SB_Tribune_August_8_1903_(2),SB_Tribune_August_8_1903_(2).jpg,South Bend Tribune,"South Bend, Indiana, US",8/8/1903,August,1903,JPG,,,,,n
SB_Tribune_August_8_1903,SB_Tribune_August_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",8/8/1903,August,1903,JPG,,,,,n
SB_Tribune_August_9_1902,SB_Tribune_August_9_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",9/8/1902,August,1902,JPG,,,,,n
SB_Tribune_December_10_1900_3,SB_Tribune_December_10_1900_3.jpg,South Bend Tribune,"South Bend, Indiana, US",10/12/1900,December,1900,JPG,Pg. 3,,,,n
SB_Tribune_December_10_1900_5,SB_Tribune_December_10_1900_5.jpg,South Bend Tribune,"South Bend, Indiana, US",10/12/1900,December,1900,JPG,Pg. 5,,,,n
SB_Tribune_December_14_1903,SB_Tribune_December_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/12/1903,December,1903,JPG,,,,,n
SB_Tribune_December_19_1904,SB_Tribune_December_19_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",19/12/1904,December,1904,JPG,,,,,n
SB_Tribune_December_22_1903,SB_Tribune_December_22_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",22/12/1903,December,1903,JPG,,,,,n
SB_Tribune_December_26_1903,SB_Tribune_December_26_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",26/12/1903,December,1903,JPG,,,,,n
SB_Tribune_December_26_1904,SB_Tribune_December_26_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",26/12/1904,December,1904,JPG,,,,,n
SB_Tribune_December_27_1904,SB_Tribune_December_27_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",27/12/1904,December,1904,JPG,,,,,n
SB_Tribune_December_28_1903,SB_Tribune_December_28_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",28/12/1903,December,1903,JPG,,,,,n
SB_Tribune_December_29_1902,SB_Tribune_December_29_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",29/12/1902,December,1902,JPG,,,,,n
SB_Tribune_December_30_1902,SB_Tribune_December_30_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",30/12/1902,December,1902,JPG,,,,,n
SB_Tribune_December_30_1903,SB_Tribune_December_30_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",30/12/1903,December,1903,JPG,,,,,n
SB_Tribune_December_6_1901,SB_Tribune_December_6_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",6/12/1901,December,1901,JPG,,,,,n
SB_Tribune_December_6_1918,SB_Tribune_December_6_1918.jpg,South Bend Tribune,"South Bend, Indiana, US",6/12/1918,December,1918,JPG,,Studebaker Indoor league,n,u,y
SB_Tribune_December_8_1887,SB_Tribune_December_8_1887.jpg,South Bend Tribune,"South Bend, Indiana, US",08/12/1887,December,1887,JPG,,,,,n
SB_Tribune_December_8_1904,SB_Tribune_December_8_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",8/12/1904,December,1904,JPG,,,,,n
SB_Tribune_December_8_1909,SB_Tribune_December_8_1909.jpg,South Bend Tribune,"South Bend, Indiana, US",8/12/1909,December,1909,JPG,,,,,n
SB_Tribune_February_1_1908,SB_Tribune_February_1_1908.jpg,South Bend Tribune,"South Bend, Indiana, US",1/2/1908,February,1908,JPG,,,,,n
SB_Tribune_February_10_1902,SB_Tribune_February_10_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",10/2/1902,February,1902,JPG,,,,,n
SB_Tribune_February_10_1903,SB_Tribune_February_10_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",10/2/1903,February,1903,JPG,,,,,n
SB_Tribune_February_12_1902,SB_Tribune_February_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/2/1902,February,1902,JPG,,,,,n
SB_Tribune_February_13_1903,SB_Tribune_February_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_13_1904,SB_Tribune_February_13_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",13/02/1904,February,1904,JPG,,,,,n
SB_Tribune_February_2_1903,SB_Tribune_February_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",2/2/1903,February,1903,JPG,,,,,n
SB_Tribune_February_20_1903,SB_Tribune_February_20_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",20/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_21_1903,SB_Tribune_February_21_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",21/02/1903,February,1903,JPG,,,,,n
SB_Tribune_February_3_1903,SB_Tribune_February_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",3/2/1903,February,1903,JPG,,,,,n
SB_Tribune_February_5_1903,SB_Tribune_February_5_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",5/2/1903,February,1903,JPG,,,,,n
SB_Tribune_February_6_1900,SB_Tribune_February_6_1900.jpg,South Bend Tribune,"South Bend, Indiana, US",6/2/1900,February,1900,JPG,,,,,n
SB_Tribune_February_7_1903_(1),SB_Tribune_February_7_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",7/2/1903,February,1903,JPG,,,,,n
SB_Tribune_February_7_1903,SB_Tribune_February_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",7/2/1903,February,1903,JPG,,,,,n
SB_Tribune_February_9_1903_3,SB_Tribune_February_9_1903_3.jpg,South Bend Tribune,"South Bend, Indiana, US",9/2/1903,February,1903,JPG,Pg. 3,,,,n
SB_Tribune_February_9_1903_front,SB_Tribune_February_9_1903_front.jpg,South Bend Tribune,"South Bend, Indiana, US",9/2/1903,February,1903,JPG,Front,,,,n
SB_Tribune_January_1_1903_(1),SB_Tribune_January_1_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",1/1/1903,January,1903,JPG,,,,,n
SB_Tribune_January_1_1903,SB_Tribune_January_1_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",1/1/1903,January,1903,JPG,,,,,n
SB_Tribune_January_1_1904_(1),SB_Tribune_January_1_1904_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",1/1/1904,January,1904,JPG,,,,,n
SB_Tribune_January_1_1904,SB_Tribune_January_1_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",1/1/1904,January,1904,JPG,,,,,n
SB_Tribune_January_11_1904,SB_Tribune_January_11_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",11/1/1904,January,1904,JPG,,,,,n
SB_Tribune_January_11_1905,SB_Tribune_January_11_1905.jpg,South Bend Tribune,"South Bend, Indiana, US",11/1/1905,January,1905,JPG,,,,,n
SB_Tribune_January_12_1903,SB_Tribune_January_12_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",12/1/1903,January,1903,JPG,,,,,n
SB_Tribune_January_12_1904,SB_Tribune_January_12_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",12/1/1904,January,1904,JPG,,,,,n
SB_Tribune_January_13_1904,SB_Tribune_January_13_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",13/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_16_1903,SB_Tribune_January_16_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",16/01/1903,January,1903,JPG,,,,,n
SB_Tribune_January_16_1904,SB_Tribune_January_16_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",16/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_17_1903,SB_Tribune_January_17_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",17/01/1903,January,1903,JPG,,,,,n
SB_Tribune_January_25_1904,SB_Tribune_January_25_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",25/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_27_1903,SB_Tribune_January_27_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",27/01/1903,January,1903,JPG,,,,,n
SB_Tribune_January_27_1904,SB_Tribune_January_27_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",27/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_27_1910_(1),SB_Tribune_January_27_1910_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",27/01/1910,January,1910,JPG,,,,,n
SB_Tribune_January_27_1910,SB_Tribune_January_27_1910.jpg,South Bend Tribune,"South Bend, Indiana, US",27/01/1910,January,1910,JPG,,,,,n
SB_Tribune_January_28_1904,SB_Tribune_January_28_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",28/01/1904,January,1904,JPG,,,,,n
SB_Tribune_January_3_1903,SB_Tribune_January_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",3/1/1903,January,1903,JPG,,,,,n
SB_Tribune_January_4_1904,SB_Tribune_January_4_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",4/1/1904,January,1904,JPG,,,,,n
SB_Tribune_January_5_1903,SB_Tribune_January_5_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",5/1/1903,January,1903,JPG,,,,,n
SB_Tribune_January_5_1904,SB_Tribune_January_5_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",5/1/1904,January,1904,JPG,,,,,n
SB_Tribune_January_6_1904,SB_Tribune_January_6_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",6/1/1904,January,1904,JPG,,,,,n
SB_Tribune_January_7_1903,SB_Tribune_January_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",7/1/1903,January,1903,JPG,,,,,n
SB_Tribune_January_9_1903,SB_Tribune_January_9_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",9/1/1903,January,1903,JPG,,,,,n
SB_Tribune_January_9_1904,SB_Tribune_January_9_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",9/1/1904,January,1904,JPG,,,,,n
SB_Tribune_July_1_1901,SB_Tribune_July_1_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",1/7/1901,July,1901,JPG,,,,,n
SB_Tribune_July_1_1902,SB_Tribune_July_1_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",1/7/1902,July,1902,JPG,,,,,n
SB_Tribune_July_10_1901,SB_Tribune_July_10_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",10/7/1901,July,1901,JPG,,,,,n
SB_Tribune_July_10_1903,SB_Tribune_July_10_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",10/7/1903,July,1903,JPG,,,,,n
SB_Tribune_July_11_1902,SB_Tribune_July_11_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",11/7/1902,July,1902,JPG,,,,,n
SB_Tribune_July_11_1903,SB_Tribune_July_11_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",11/7/1903,July,1903,JPG,,,,,n
SB_Tribune_July_11_1904,SB_Tribune_July_11_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",11/7/1904,July,1904,JPG,,,,,n
SB_Tribune_July_13_1903,SB_Tribune_July_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_14_1902,SB_Tribune_July_14_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",14/07/1902,July,1902,JPG,,,,,n
SB_Tribune_July_14_1903,SB_Tribune_July_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_15_1902,SB_Tribune_July_15_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",15/07/1902,July,1902,JPG,,,,,n
SB_Tribune_July_15_1903,SB_Tribune_July_15_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",15/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_16_1903,SB_Tribune_July_16_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",16/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_16_1904,SB_Tribune_July_16_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",16/07/1904,July,1904,JPG,,,,,n
SB_Tribune_July_17_1903,SB_Tribune_July_17_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",17/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_18_1903,SB_Tribune_July_18_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",18/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_2_1901,SB_Tribune_July_2_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",2/7/1901,July,1901,JPG,,,,,n
SB_Tribune_July_2_1903,SB_Tribune_July_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",2/7/1903,July,1903,JPG,,,,,n
SB_Tribune_July_20_1903,SB_Tribune_July_20_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",20/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_21_1902,SB_Tribune_July_21_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",21/07/1902,July,1902,JPG,,,,,n
SB_Tribune_July_22_1903,SB_Tribune_July_22_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",22/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_22_1909,SB_Tribune_July_22_1909.jpg,South Bend Tribune,"South Bend, Indiana, US",22/07/1909,July,1909,JPG,,,,,n
SB_Tribune_July_23_1902,SB_Tribune_July_23_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",23/07/1902,July,1902,JPG,,,,,n
SB_Tribune_July_23_1903,SB_Tribune_July_23_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",23/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_25_1940,SB_Tribune_July_25_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",25/07/1940,July,1940,JPG,,Studebaker Athletics,y,n,y
SB_Tribune_July_26_1901,SB_Tribune_July_26_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",26/07/1901,July,1901,JPG,,,,,n
SB_Tribune_July_27_1903,SB_Tribune_July_27_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",27/07/1903,July,1903,JPG,,,,,n
SB_Tribune_July_28_1919,SB_Tribune_July_28_1919.jpg,South Bend Tribune,"South Bend, Indiana, US",28/07/1919,July,1919,JPG,,"Studebaker Team, Branch Team from Detroit",y,n,y
SB_Tribune_July_29_1901,SB_Tribune_July_29_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",29/07/1901,July,1901,JPG,,,,,n
SB_Tribune_July_3_1903,SB_Tribune_July_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",3/7/1903,July,1903,JPG,,,,,n
SB_Tribune_July_3_1945,SB_Tribune_July_3_1945.jpg,South Bend Tribune,"South Bend, Indiana, US",3/7/1945,July,1945,JPG,Obituary for Studebaker Giants Player!,Studebaker Giants,n,y,y
SB_Tribune_July_3_1991,SB_Tribune_July_3_1991.jpg,South Bend Tribune,"South Bend, Indiana, US",3/7/1991,July,1991,JPG,,,,,n
SB_Tribune_July_30_1904,SB_Tribune_July_30_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",30/07/1904,July,1904,JPG,,,,,n
SB_Tribune_July_y_18_1926_clipped,SB_Tribune_July_y_18_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",18/07/1926,July,1926,JPG,,"Giants, Buchanan Blues",n,y,y
SB_Tribune_July_y_23_1903_(1),SB_Tribune_July_y_23_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",23/07/1903,July,1903,JPG,,,,,n
SB_Tribune_June_1_1901,SB_Tribune_June_1_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",1/6/1901,June,1901,JPG,,,,,n
SB_Tribune_June_1_1903,SB_Tribune_June_1_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",1/6/1903,June,1903,JPG,,,,,n
SB_Tribune_June_1_1926_clipped,SB_Tribune_June_1_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",1/6/1926,June,1926,JPG,,"Colored Giants, Angola",y,y,y
SB_Tribune_June_11_1902,SB_Tribune_June_11_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",11/6/1902,June,1902,JPG,,,,,n
SB_Tribune_June_11_1903,SB_Tribune_June_11_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",11/6/1903,June,1903,JPG,,,,,n
SB_Tribune_June_12_1902,SB_Tribune_June_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/6/1902,June,1902,JPG,,,,,n
SB_Tribune_June_13_1896,SB_Tribune_June_13_1896.jpg,South Bend Tribune,"South Bend, Indiana, US",13/06/1896,June,1896,JPG,,,,,n
SB_Tribune_June_15_1904,SB_Tribune_June_15_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",15/06/1904,June,1904,JPG,,,,,n
SB_Tribune_June_16_1911,SB_Tribune_June_16_1911.jpg,South Bend Tribune,"South Bend, Indiana, US",16/06/1911,June,1911,JPG,,Studebaker Junior team,n,n,y
SB_Tribune_June_17_1903,SB_Tribune_June_17_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",17/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_18_1900,SB_Tribune_June_18_1900.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1900,June,1900,JPG,,,,,n
SB_Tribune_June_18_1903,SB_Tribune_June_18_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_18_1904,SB_Tribune_June_18_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1904,June,1904,JPG,,,,,n
SB_Tribune_June_18_1940,SB_Tribune_June_18_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1940,June,1940,JPG,,"A's, Bisons",n,n,y
SB_Tribune_June_19_1903,SB_Tribune_June_19_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",19/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_2_1902,SB_Tribune_June_2_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",2/6/1902,June,1902,JPG,,,,,n
SB_Tribune_June_2_1903,SB_Tribune_June_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",2/6/1903,June,1903,JPG,,,,,n
SB_Tribune_June_21_1904,SB_Tribune_June_21_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",21/06/1904,June,1904,JPG,,,,,n
SB_Tribune_June_22_1905,SB_Tribune_June_22_1905.jpg,South Bend Tribune,"South Bend, Indiana, US",22/06/1905,June,1905,JPG,,,,,n
SB_Tribune_June_23_1902,SB_Tribune_June_23_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",23/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_24_1902,SB_Tribune_June_24_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",24/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_25_1903,SB_Tribune_June_25_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",25/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_27_1902,SB_Tribune_June_27_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",27/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_27_1903,SB_Tribune_June_27_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",27/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_28_1901,SB_Tribune_June_28_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",28/06/1901,June,1901,JPG,,,,,n
SB_Tribune_June_28_1902,SB_Tribune_June_28_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",28/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_3_1901,SB_Tribune_June_3_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",3/6/1901,June,1901,JPG,,,,,n
SB_Tribune_June_3_1903_7,SB_Tribune_June_3_1903_7.jpg,South Bend Tribune,"South Bend, Indiana, US",3/6/1903,June,1903,JPG,Pg. 7,,,,n
SB_Tribune_June_3_1903_cover,SB_Tribune_June_3_1903_cover.jpg,South Bend Tribune,"South Bend, Indiana, US",3/6/1903,June,1903,JPG,Cover,,,,n
SB_Tribune_June_30_1902,SB_Tribune_June_30_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",30/06/1902,June,1902,JPG,,,,,n
SB_Tribune_June_30_1903,SB_Tribune_June_30_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",30/06/1903,June,1903,JPG,,,,,n
SB_Tribune_June_30_1910,SB_Tribune_June_30_1910.jpg,South Bend Tribune,"South Bend, Indiana, US",30/06/1910,June,1910,JPG,,,,,n
SB_Tribune_June_5_1902,SB_Tribune_June_5_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",5/6/1902,June,1902,JPG,,,,,n
SB_Tribune_June_5_1913_clip,SB_Tribune_June_5_1913_clip.jpg,South Bend Tribune,"South Bend, Indiana, US",5/6/1913,June,1913,JPG,"some names of other teams, schedule, park names","Mishawaka park, schedule, Mishawaka Woolen co, Studebaker gaem, singer park, ",n,n,y
SB_Tribune_June_6_1902,SB_Tribune_June_6_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",6/6/1902,June,1902,JPG,,,,,n
SB_Tribune_June_6_1903,SB_Tribune_June_6_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",6/6/1903,June,1903,JPG,,,,,n
SB_Tribune_June_7_1902,SB_Tribune_June_7_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",7/6/1902,June,1902,JPG,,,,,n
SB_Tribune_June_7_1940,SB_Tribune_June_7_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",7/6/1940,June,1940,JPG,,"Athletics, Elkhart",n,y,y
SB_Tribune_June_8_1903_(1),SB_Tribune_June_8_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",8/6/1903,June,1903,JPG,,,,,n
SB_Tribune_June_8_1903,SB_Tribune_June_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",8/6/1903,June,1903,JPG,,,,,n
SB_Tribune_June_9_1902,SB_Tribune_June_9_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",9/6/1902,June,1902,JPG,,,,,n
SB_Tribune_June_9_1903,SB_Tribune_June_9_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",9/6/1903,June,1903,JPG,,,,,n
SB_Tribune_March_14_1903,SB_Tribune_March_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_16_1903,SB_Tribune_March_16_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",16/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_18_1899,SB_Tribune_March_18_1899.jpg,South Bend Tribune,"South Bend, Indiana, US",18/03/1899,March,1899,JPG,,,,,n
SB_Tribune_March_19_1903,SB_Tribune_March_19_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",19/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_2_1903,SB_Tribune_March_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",2/3/1903,March,1903,JPG,,,,,n
SB_Tribune_March_23_1903,SB_Tribune_March_23_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",23/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_25_1903,SB_Tribune_March_25_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",25/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_29_1898,SB_Tribune_March_29_1898.jpg,South Bend Tribune,"South Bend, Indiana, US",29/03/1898,March,1898,JPG,,,,,n
SB_Tribune_March_3_1902,SB_Tribune_March_3_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",3/3/1902,March,1902,JPG,,,,,n
SB_Tribune_March_30_1903_(1),SB_Tribune_March_30_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",30/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_30_1903,SB_Tribune_March_30_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",30/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_31_1903_(1),SB_Tribune_March_31_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",31/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_31_1903,SB_Tribune_March_31_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",31/03/1903,March,1903,JPG,,,,,n
SB_Tribune_March_4_1902,SB_Tribune_March_4_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",4/3/1902,March,1902,JPG,,,,,n
SB_Tribune_March_4_1911_(1),SB_Tribune_March_4_1911_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",4/3/1911,March,1911,JPG,,,,,n
SB_Tribune_March_4_1911,SB_Tribune_March_4_1911.jpg,South Bend Tribune,"South Bend, Indiana, US",4/3/1911,March,1911,JPG,,,,,n
SB_Tribune_March_7_1903,SB_Tribune_March_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",7/3/1903,March,1903,JPG,,,,,n
SB_Tribune_March_9_1903_3,SB_Tribune_March_9_1903_3.jpg,South Bend Tribune,"South Bend, Indiana, US",9/3/1903,March,1903,JPG,Pg. 3,,,,n
SB_Tribune_March_9_1903_cover,SB_Tribune_March_9_1903_cover.jpg,South Bend Tribune,"South Bend, Indiana, US",9/3/1903,March,1903,JPG,Cover,,,,n
SB_Tribune_May_10_1901,SB_Tribune_May_10_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",10/5/1901,May,1901,JPG,,,,,n
SB_Tribune_May_10_1904,SB_Tribune_May_10_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",10/5/1904,May,1904,JPG,,,,,n
SB_Tribune_May_11_1904,SB_Tribune_May_11_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",11/5/1904,May,1904,JPG,,,,,n
SB_Tribune_May_12_1902,SB_Tribune_May_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/5/1902,May,1902,JPG,,,,,n
SB_Tribune_May_12_1903,SB_Tribune_May_12_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",12/5/1903,May,1903,JPG,,,,,n
SB_Tribune_May_13_1903,SB_Tribune_May_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_14_1903,SB_Tribune_May_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_14_1904,SB_Tribune_May_14_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",14/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_15_1903,SB_Tribune_May_15_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",15/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_16_1901,SB_Tribune_May_16_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",16/05/1901,May,1901,JPG,,,,,n
SB_Tribune_May_16_1902,SB_Tribune_May_16_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",16/05/1902,May,1902,JPG,,,,,n
SB_Tribune_May_2_1903,SB_Tribune_May_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",2/5/1903,May,1903,JPG,,,,,n
